Profundidade COT IH IO OF_class
6014.9816 1.995201 540.189204 23.946365 0
6015.4816 2.21246 508.392591 36.736463 2
6015.9816 2.02078 540.873447 23.67113 0
6016.4816 2.58806 471.094161 51.739652 2
6016.9816 2.349656 489.754943 44.233405 1
6017.4816 3.277612 416.157744 73.837672 2
6017.9816 2.876097 442.858298 63.097449 2
6018.4816 3.389723 405.771297 78.015591 2
6018.9816 2.256426 501.298371 39.590094 2
6019.4816 2.490201 478.013506 48.956365 1
6019.9816 2.86721 444.298441 62.518155 2
6020.4816 3.28015 418.627665 72.844153 2
6020.9816 3.007714 434.286516 66.545424 2
6021.4816 3.374704 408.486011 76.923605 2
6021.9816 3.39123 405.539804 79.142755 2
6022.4816 2.218867 514.716204 34.192808 1
6022.9816 2.839661 451.62046 59.572894 2
6023.4816 2.773623 456.931654 57.436481 2
6023.9816 2.370811 495.602068 41.881416 2
6024.4816 2.853734 444.402894 62.476139 2
6024.9816 2.430904 481.308914 47.630796 1
6025.4816 3.294623 413.424387 74.937157 2
6025.9816 3.400955 407.852768 77.178325 2
6026.4816 3.60025 396.943903 81.642862 2
6026.9816 2.58434 462.290645 55.280842 2
6027.4816 3.307059 410.631051 76.060768 2
6027.9816 3.486759 396.544182 82.048302 2
6028.4816 2.710423 453.570402 58.788535 2
6028.9816 2.760535 450.220772 60.135914 2
6029.4816 3.081616 427.53541 69.261037 2
6029.9816 3.494678 402.957574 79.788372 2
6030.4816 3.381725 402.232874 80.322553 2
6030.9816 2.116809 512.88145 34.930832 1
6031.4816 2.18291 509.395977 36.332854 2
6031.9816 2.400172 486.131713 45.690839 1
6032.4816 2.546849 470.091357 52.143027 2
6032.9816 2.521525 472.989181 50.977386 2
6033.4816 2.714654 453.810661 58.691891 2
6033.9816 2.776717 452.948977 59.038501 2
6034.4816 3.551565 401.788997 79.61746 2
6034.9816 2.81142 449.989688 60.228867 2
6035.4816 2.450695 486.005536 45.741593 1
6035.9816 2.615258 473.423073 50.802854 2
6036.4816 3.161295 422.881161 71.133196 2
6036.9816 3.48071 401.38955 80.369994 2
6037.4816 3.313797 398.24917 81.892645 2
6037.9816 2.189577 503.39728 38.745813 1
6038.4816 3.548045 397.047701 81.72674 2
6038.9816 3.54564 394.358699 82.67189 2
6039.4816 2.342159 483.826172 46.618236 1
6039.9816 2.046293 528.281044 28.736389 0
6040.4816 2.491728 472.633781 51.120344 1
6040.9816 2.378759 492.119827 43.282137 2
6041.4816 3.012223 432.419823 67.296296 2
6041.9816 2.217025 510.464501 35.903044 1
6042.4816 2.176114 515.38431 33.924064 1
6042.9816 2.644157 463.049829 54.975462 2
6043.4816 2.173658 513.920682 34.512804 1
6043.9816 2.143926 512.968003 34.896017 1
6044.4816 3.575226 401.383466 80.148841 2
6044.9816 3.006599 440.433442 64.07284 2
6045.4816 2.212494 511.222084 35.598308 1
6045.9816 2.760102 455.602844 57.970991 2
6046.4816 3.490103 402.619325 79.917583 2
6046.9816 2.589841 457.282306 57.295432 2
6047.4816 3.271379 403.583705 78.895544 2
6047.9816 3.563074 397.784755 81.228155 2
6048.4816 2.822708 454.548162 58.395234 2
6048.9816 2.710103 461.225679 55.709221 2
6049.4816 3.12245 431.493084 67.669074 2
6049.9816 3.049796 432.304207 67.342802 2
6050.4816 2.286371 502.340389 39.170944 2
6050.9816 2.194799 515.737528 33.781983 1
6051.4816 2.350432 496.986445 41.324554 1
6051.9816 2.321514 497.725335 41.027337 1
6052.4816 3.272004 413.964721 74.719809 2
6052.9816 2.50156 480.014034 48.151658 2
6053.4816 3.403598 407.485691 77.325981 2
6053.9816 3.611145 398.541975 81.059864 4
6054.4816 3.593835 397.271568 81.542952 2
6054.9816 2.247975 497.809399 40.993523 1
6055.4816 2.549762 466.712166 53.502297 2
6055.9816 3.232012 420.623575 72.041304 2
6056.4816 3.426752 408.38157 76.965616 2
6056.9816 2.720708 456.511254 57.605585 2
6057.4816 2.744781 452.957006 59.035272 2
6057.9816 3.158748 421.811826 71.563333 2
6058.4816 2.722033 453.939785 58.639952 2
6058.9816 2.132995 521.664608 31.397832 2
6059.4816 2.415149 489.042553 44.519962 1
6059.9816 3.403764 410.313425 76.188532 2
6060.4816 3.530352 400.795699 80.017011 2
6060.9816 3.489266 392.405965 83.391758 2
6061.4816 3.510761 393.981136 82.88618 4
6061.9816 3.492459 396.690815 81.668189 2
6062.4816 3.507163 395.529184 82.135452 4
6062.9816 3.445613 401.353939 79.792461 2
6063.4816 3.42597 398.133868 81.087725 2
6063.9816 2.037216 526.193732 29.576004 0
6064.4816 2.209118 503.219436 38.817351 1
6064.9816 2.116533 521.305042 31.542466 1
6065.4816 2.222433 501.567453 39.481856 1
6065.9816 2.161935 512.54149 35.06758 1
6066.4816 2.24877 508.082223 36.861308 2
6066.9816 3.35664 413.791174 74.789618 2
6067.4816 2.90442 452.144357 59.362158 2
6067.9816 3.364213 418.120656 73.048095 2
6068.4816 3.435285 414.629204 74.452522 2
6068.9816 3.642963 404.711234 78.441998 2
6069.4816 3.282597 417.748273 73.197886 2
6069.9816 2.334453 497.562756 41.092734 1
6070.4816 2.102527 527.888452 28.894308 0
6070.9816 2.910591 437.071196 65.425294 2
6071.4816 3.158614 421.240234 71.793254 2
6071.9816 2.344668 489.877442 44.18413 1
6072.4816 2.071239 523.703654 30.577631 2
6072.9816 2.370033 482.293701 47.234669 1
6073.4816 2.238858 501.408089 39.54596 1
6073.9816 2.427627 484.763409 46.241235 1
6074.4816 2.797929 446.896665 61.473027 2
6074.9816 3.269408 408.439503 76.942312 2
6075.4816 3.173264 411.563901 75.685532 2
6075.9816 3.255558 409.133795 76.663035 2
6076.4816 3.193582 411.43479 75.737466 2
6076.9816 3.30793 405.118989 78.27798 2
6077.4816 2.638304 466.028772 53.777191 2
6077.9816 2.091044 524.103068 30.416968 2
6078.4816 2.298752 510.120964 36.04123 1
6078.9816 3.496636 402.614916 79.903386 2
6079.4816 3.161087 418.835759 72.760448 2
6079.9816 1.937666 543.143873 22.757858 0
6080.4816 2.509905 464.875199 54.241212 2
6080.9816 1.902556 546.598314 21.368319 0
6081.4816 1.973607 539.253762 24.322644 0
6081.9816 2.593667 464.517363 54.385151 2
6082.4816 2.883422 440.999962 63.844959 2
6082.9816 3.56281 398.734308 81.103106 4
6083.4816 2.955195 435.20873 66.174466 2
6083.9816 2.445185 486.04169 45.72705 1
6084.4816 2.876842 455.615267 57.965994 2
6084.9816 3.292326 423.246826 70.986108 2
6085.4816 2.999716 444.571147 62.40846 2
6085.9816 3.065877 443.254041 62.938262 2
6086.4816 3.124163 429.541466 68.454107 2
6086.9816 2.131323 516.695782 33.396528 1
6087.4816 2.463165 488.457652 44.755237 2
6087.9816 3.462058 409.016973 76.710026 2
6088.4816 3.690792 402.546408 79.312793 4
6088.9816 3.507813 411.569773 75.68317 2
6089.4816 3.44897 406.230984 77.830683 2
6089.9816 3.392825 401.955067 79.550659 2
6090.4816 3.335684 403.83312 78.795217 2
6090.9816 3.393562 399.397034 80.57962 2
6091.4816 3.474179 391.564156 83.818839 2
6091.9816 3.448629 391.570931 83.879163 2
6092.4816 3.424634 392.012816 83.784498 2
6092.9816 3.455279 391.828633 83.772717 2
6093.4816 3.408772 393.386211 83.344579 2
6093.9816 3.409069 392.27769 83.731143 2
6094.4816 3.486724 391.169217 83.926386 2
6094.9816 2.503619 467.973019 52.995123 2
6095.4816 2.685451 458.272312 56.897205 2
6095.9816 3.427758 402.513159 79.326168 2
6096.4816 3.581972 397.510225 81.486656 2
6096.9816 3.579074 397.496469 81.498108 2
6097.4816 3.516426 397.895284 81.505097 2
6097.9816 3.572173 397.356785 81.562781 2
6098.4816 3.579154 394.934811 82.392961 2
6098.9816 3.499521 393.19359 83.188244 2
6099.4816 3.518724 394.986359 82.516009 2
6099.9816 3.577218 396.259809 81.934457 4
6100.4816 3.48082 394.177613 82.88956 2
6100.9816 3.409904 391.543533 83.985544 2
6101.4816 3.372361 389.852867 84.672236 2
6101.9816 3.391663 389.647376 84.694423 2
6102.4816 3.440192 390.647433 84.222738 2
6102.9816 3.256196 404.590867 78.490415 2
6103.4816 2.967356 424.989261 70.285219 2
6103.9816 1.97812 539.418864 24.256232 0
6104.4816 2.680019 452.039244 59.404439 2
6104.9816 2.92337 433.063019 67.037572 2
6105.4816 2.752553 447.292827 61.313672 2
6105.9816 3.492024 396.084872 82.19607 2
6106.4816 2.704371 443.682042 62.7661 2
6106.9816 2.673338 446.237549 61.738154 2
6107.4816 2.828098 433.761849 66.75647 2
6107.9816 2.437068 468.649902 52.722848 1
6108.4816 2.60455 449.912191 60.26004 2
6108.9816 2.693974 447.649005 61.1704 2
6109.4816 3.382088 403.091055 80.021773 2
6109.9816 2.700747 448.221443 60.940139 2
6110.4816 2.693832 441.910329 63.478766 2
6110.9816 2.255718 494.261138 42.420801 2
6111.4816 3.097752 421.527836 71.677567 2
6111.9816 3.428162 402.155736 80.23175 2
6112.4816 2.023325 530.49635 27.845289 0
6112.9816 2.378058 481.716596 47.466807 1
6113.4816 2.883393 429.843538 68.332599 2
6113.9816 3.14761 412.319618 75.381547 2
6114.4816 3.540742 395.299375 82.354689 2
6114.9816 3.541244 397.320773 81.647241 2
6115.4816 3.573377 397.766791 81.416753 4
6115.9816 3.610225 396.330821 81.83451 4
6116.4816 3.583958 396.116829 81.968958 4
6116.9816 3.568586 394.773487 82.473653 2
6117.4816 3.490922 397.237783 81.448173 2
6117.9816 3.532109 399.071544 80.710548 2
6118.4816 3.476896 390.517615 84.177886 2
6118.9816 3.393053 390.833983 84.276276 2
6119.4816 3.504112 392.0913 83.518331 2
6119.9816 3.376145 397.119651 81.495691 2
6120.4816 3.509411 392.271321 83.486808 4
6120.9816 3.50816 394.691217 82.472522 2
6121.4816 3.257436 410.344279 76.176121 2
6121.9816 2.524821 462.315359 55.270901 2
6122.4816 2.752665 435.840887 65.920183 2
6122.9816 2.60416 452.930683 59.04586 2
6123.4816 2.410873 473.9932 50.573522 1
6123.9816 2.045361 518.88669 32.515242 1
6124.4816 1.902462 545.857674 21.666239 0
6124.9816 3.01963 424.355839 70.540011 2
6125.4816 3.505333 392.044554 83.575786 2
6125.9816 3.429602 390.198999 84.405804 2
6126.4816 3.559128 395.115254 82.376129 2
6126.9816 3.538632 394.829291 82.523886 2
6127.4816 3.478863 395.355258 82.482844 2
6127.9816 3.507185 391.885456 83.626944 2
6128.4816 3.440683 392.453259 83.590567 2
6128.9816 3.401776 390.57523 84.344466 2
6129.4816 3.41904 389.814632 84.566581 2
6129.9816 3.434177 390.805954 84.182318 2
6130.4816 3.406588 390.765024 84.265945 2
6130.9816 3.398605 390.366569 84.425436 2
6131.4816 3.414619 393.970965 83.1255 2
6131.9816 3.497586 393.684897 83.021229 2
6132.4816 3.469945 393.140419 83.278423 2
6132.9816 3.407182 392.334934 83.715918 2
6133.4816 3.399832 392.636874 83.629073 2
6133.9816 3.404184 393.704236 83.245086 2
6134.4816 3.378995 392.654611 83.6762 2
6134.9816 3.395558 391.467422 84.048561 2
6135.4816 3.485712 394.438849 82.786431 2
6135.9816 2.239401 501.240501 39.613372 2
6136.4816 1.947099 548.630219 20.550991 0
6136.9816 2.297566 496.832122 41.38663 1
6137.4816 2.589461 456.503209 57.608821 2
6137.9816 3.098956 420.809505 71.966514 2
6138.4816 2.095284 525.438868 29.879646 0
6138.9816 1.976333 544.958962 22.027744 0
6139.4816 2.052671 531.115964 27.59605 0
6139.9816 2.091553 526.151289 29.593077 0
6140.4816 2.019606 535.000603 26.033465 0
6140.9816 2.418969 478.441192 48.784329 1
6141.4816 2.954584 426.11153 69.833789 2
6141.9816 3.12919 415.302732 74.181598 2
6142.4816 2.378144 478.575758 48.730201 1
6142.9816 2.299435 494.964786 42.13776 1
6143.4816 2.427978 472.446858 51.195533 1
6143.9816 2.400712 486.929634 45.369877 1
6144.4816 2.804867 446.15886 61.769807 2
6144.9816 2.103889 521.231079 31.572218 1
6145.4816 1.97177 538.400524 24.665857 0
6145.9816 3.038627 421.661602 71.62376 2
6146.4816 3.179047 412.864824 75.162239 2
6146.9816 3.04669 422.520314 71.278346 2
6147.4816 2.701492 447.656261 61.167481 2
6147.9816 2.532733 465.897225 53.830105 2
6148.4816 2.694003 451.573216 59.591897 2
6148.9816 2.260803 498.963866 40.529142 1
6149.4816 1.974805 537.19398 25.151186 0
6149.9816 2.402771 477.456527 49.180408 1
6150.4816 2.419932 485.304758 46.023479 1
6150.9816 2.167207 522.913395 30.895511 1
6151.4816 2.139477 518.304797 32.749306 1
6151.9816 2.848099 442.594569 63.203533 2
6152.4816 2.212152 505.414543 37.934375 1
6152.9816 2.016659 532.90376 26.876914 0
6153.4816 2.60833 461.376342 55.648617 2
6153.9816 2.851978 438.71348 64.76469 2
6154.4816 2.802888 440.329426 64.11468 2
6154.9816 2.926149 429.401077 68.510578 2
6155.4816 2.813911 437.473281 65.263557 2
6155.9816 2.633044 463.954072 54.611733 2
6156.4816 3.525732 396.414276 82.000493 2
6156.9816 2.731478 449.15059 60.566392 2
6157.4816 2.410323 482.744908 47.053172 1
6157.9816 2.411236 483.149746 46.890327 1
6158.4816 2.425149 479.225043 48.469028 2
6158.9816 2.153599 514.124411 34.430855 1
6159.4816 2.265722 497.981935 40.92412 1
6159.9816 2.161399 512.448591 35.104949 1
6160.4816 2.453375 485.767743 45.837245 1
6160.9816 3.405603 408.880389 76.764967 2
6161.4816 2.726493 454.041646 58.598978 2
6161.9816 2.925976 430.902681 67.906562 2
6162.4816 2.964578 427.362472 69.330601 2
6162.9816 2.857735 437.296089 65.334832 2
6163.4816 2.821352 435.342434 66.120684 2
6163.9816 2.931851 425.210228 70.196335 2
6164.4816 2.526326 466.928384 53.415324 2
6164.9816 3.668327 402.009415 79.721449 2
6165.4816 3.145429 431.471396 67.677798 2
6165.9816 2.260439 504.690375 38.22567 1
6166.4816 2.13322 517.693744 32.995101 1
6166.9816 3.173861 409.172666 76.647399 2
6167.4816 3.066036 416.571945 73.67106 2
6167.9816 2.597655 473.038067 50.957721 2
6168.4816 2.506134 468.065534 52.957909 2
6168.9816 3.445329 399.746325 80.439119 2
6169.4816 3.444708 407.722504 77.230723 2
6169.9816 3.345649 397.037292 81.528819 2
6170.4816 3.314566 399.659487 80.474049 2
6170.9816 2.414864 477.778962 49.05071 2
6171.4816 2.089541 525.510771 29.850724 0
6171.9816 2.564405 468.741866 52.685856 2
6172.4816 1.978969 540.20412 23.940365 0
6172.9816 2.23874 499.497919 40.31432 1
6173.4816 2.11604 518.398556 32.711592 2
6173.9816 2.19488 507.313981 37.170331 1
6174.4816 2.160487 514.094785 34.442772 1
6174.9816 2.217803 506.946913 37.317983 1
6175.4816 2.115487 520.66169 31.801253 1
6175.9816 2.120833 519.595356 32.230183 2
6176.4816 1.986662 542.147404 23.158685 0
6176.9816 2.065653 527.750634 28.949745 0
6177.4816 2.287517 493.747277 42.6275 1
6177.9816 2.483277 473.403835 50.810592 1
6178.4816 2.573527 463.398575 54.83518 2
6178.9816 2.621058 458.886167 56.650283 2
6179.4816 2.072771 521.947195 31.284162 2
6179.9816 2.079569 524.260222 30.353753 2
6180.4816 3.03464 438.815112 64.723809 2
6180.9816 3.066614 442.500297 63.241453 2
6181.4816 3.441309 409.331838 77.691677 2
6181.9816 2.208556 516.00405 33.674775 1
6182.4816 2.905343 446.027738 61.82255 2
6182.9816 3.202117 425.230041 70.188365 2
6183.4816 3.098726 418.758116 72.791679 2
6183.9816 2.963337 425.09058 70.244463 2
6184.4816 2.087134 519.043927 32.451994 2
6184.9816 2.4595 483.157814 46.887081 1
6185.4816 2.609642 466.09892 53.748974 2
6185.9816 3.530172 398.656083 81.206723 2
6186.4816 2.018607 529.851775 28.104567 0
6186.9816 2.388082 481.867137 47.406253 1
6187.4816 2.478 471.599989 51.536184 1
6187.9816 2.156555 518.719666 32.582427 2
6188.4816 3.201356 420.774392 71.980638 2
6188.9816 2.230341 510.402584 35.927949 1
6189.4816 2.316582 497.389482 41.162433 1
6189.9816 2.183252 507.127363 37.245398 1
6190.4816 2.229153 500.880717 39.758094 1
6190.9816 2.191852 509.683089 36.217364 1
6191.4816 2.054881 528.591067 28.611683 0
6191.9816 2.020278 548.068994 20.776742 0
6192.4816 3.546025 395.579365 82.244493 4
6192.9816 2.359022 480.941657 47.778524 1
6193.4816 3.332958 398.20511 81.059068 2
6193.9816 2.013832 530.549959 27.823725 0
6194.4816 2.732175 453.011037 59.013538 2
6194.9816 2.01941 536.651423 25.369428 0
6195.4816 2.293036 501.621133 39.460263 2
6195.9816 2.194483 515.552702 33.856329 1
6196.4816 2.096068 525.790619 29.738156 0
6196.9816 2.091697 523.361386 30.715308 1
6197.4816 1.959588 545.966467 21.622477 0
6197.9816 2.102248 525.185187 29.981689 0
6198.4816 2.20138 504.162705 38.437923 2
6198.9816 2.240168 508.669373 36.625129 1
6199.4816 2.421449 487.020837 45.333191 1
6199.9816 2.147129 511.141084 35.63089 1
6200.4816 2.546138 463.436297 54.820006 2
6200.9816 2.691468 460.495129 56.003083 2
6201.4816 2.131528 520.418632 31.899022 2
6201.9816 3.208736 421.310715 71.764903 2
6202.4816 2.46562 477.149802 49.303788 1
6202.9816 2.508719 475.201638 50.087431 2
6203.4816 3.086935 423.718596 70.79634 2
6203.9816 2.103367 520.268698 31.959333 1
6204.4816 1.974168 545.951385 21.628544 0
6204.9816 3.20524 422.561018 71.261973 2
6205.4816 2.299341 503.899947 38.543617 1
6205.9816 2.115745 523.319077 30.732326 2
6206.4816 2.196316 514.439869 34.303963 1
6206.9816 2.486488 478.241551 48.864634 1
6207.4816 2.147224 515.005705 34.076357 2
6207.9816 2.784522 449.059655 60.60297 2
6208.4816 2.383463 482.416776 47.185162 1
6208.9816 2.855335 446.972897 61.442363 2
6209.4816 2.134684 524.358387 30.314267 1
6209.9816 2.387734 488.676404 44.667244 1
6210.4816 2.275333 497.627496 41.066693 1
6210.9816 2.405273 493.887046 42.571278 1
6211.4816 2.832586 449.541042 60.409334 2
6211.9816 3.230958 422.778137 71.174637 2
6212.4816 2.335429 490.576687 43.902861 1
6212.9816 2.864379 433.656107 66.799004 2
6213.4816 2.388588 475.936929 49.791662 1
6213.9816 2.584026 468.642041 52.726011 2
6214.4816 2.825149 444.814076 62.310742 2
6214.9816 1.960212 542.230249 23.12536 0
6215.4816 3.01962 433.045783 67.044505 2
6215.9816 2.949081 438.247235 64.952236 2
6216.4816 2.890391 439.013389 64.644052 2
6216.9816 2.19282 505.888227 37.743837 1
6217.4816 2.177311 512.821329 34.955016 1
6217.9816 2.092195 522.295096 31.14422 2
6218.4816 2.410515 481.936825 47.378221 1
6218.9816 2.507991 474.417937 50.402673 2
6219.4816 2.109212 520.827888 31.7344 1
6219.9816 2.360851 485.735144 45.850358 1
6220.4816 2.375962 485.114419 46.100043 1
6220.9816 2.588327 456.61858 57.562414 2
6221.4816 2.257963 496.500041 41.520208 1
6221.9816 3.634109 397.756506 81.282864 2
6222.4816 2.392436 486.266703 45.63654 1
6222.9816 2.292036 501.443907 39.531552 1
6223.4816 2.478519 479.933519 48.184045 1
6223.9816 2.339234 494.804499 42.202235 1
6224.4816 2.082141 525.939459 29.678285 0
6224.9816 2.084714 524.916763 30.089661 1
6225.4816 2.518152 471.331338 51.644248 2
6225.9816 2.73794 454.281421 58.502529 2
6226.4816 2.28421 499.676016 40.242681 1
6226.9816 2.963704 436.117948 65.808736 2
6227.4816 2.210758 507.836606 36.960107 1
6227.9816 2.216937 505.859664 37.755326 1
6228.4816 2.267945 501.918322 39.34072 1
6228.9816 2.099342 524.064439 30.432506 1
6229.4816 2.250689 500.210187 40.027813 2
6229.9816 2.596114 457.371402 57.259594 2
6230.4816 2.452626 472.370608 51.226205 1
6230.9816 2.852136 444.740196 62.34046 2
6231.4816 2.793701 447.732421 61.136846 2
6231.9816 2.187058 510.629637 35.836618 1
6232.4816 2.029749 538.437708 24.650899 0
6232.9816 3.037982 429.914679 68.303983 2
6233.4816 2.050687 525.771331 29.745914 0
6233.9816 2.225078 506.410697 37.533675 2
6234.4816 2.172056 507.625583 37.04499 2
6234.9816 2.028396 533.49867 26.637614 0
6235.4816 3.42787 406.435674 77.748347 2
6235.9816 3.240653 410.800098 75.99277 2
6236.4816 2.540555 465.43099 54.017647 2
6236.9816 2.242352 502.382012 39.154202 1
6237.4816 2.501269 479.219347 48.471319 2
6237.9816 2.399538 487.294021 45.223304 2
6238.4816 2.759437 451.893851 59.462923 2
6238.9816 3.647661 397.611294 81.297929 2
6239.4816 2.303958 498.037247 40.901872 1
6239.9816 2.160714 522.942784 30.883689 1
6240.4816 2.633598 465.770806 53.880957 2
6240.9816 2.463664 479.00721 48.55665 1
6241.4816 2.119566 519.053075 32.448313 1
6241.9816 2.335593 490.631948 43.880632 1
6242.4816 2.126425 521.435613 31.489944 2
6242.9816 2.5683 466.132801 53.735345 2
6243.4816 2.15084 510.557218 35.865748 1
6243.9816 1.988622 535.215344 25.947086 0
6244.4816 2.089254 520.041687 32.050647 2
6244.9816 2.457226 475.980502 49.774135 1
6245.4816 2.299926 499.302243 40.393031 1
6245.9816 2.056691 531.928587 27.269175 0
6246.4816 2.809165 448.204617 60.946907 2
6246.9816 2.591958 463.983944 54.599717 2
6247.4816 1.970561 544.854152 22.069903 0
6247.9816 1.966116 541.580353 23.386779 0
6248.4816 2.042836 527.980105 28.857441 0
6248.9816 2.139347 514.363577 34.334651 1
6249.4816 2.066893 526.119804 29.605742 0
6249.9816 3.164066 420.718991 72.002923 2
6250.4816 2.21611 504.995063 38.10311 1
6250.9816 3.092307 424.995265 70.282804 2
6251.4816 3.571794 397.362151 81.561779 2
6251.9816 2.114316 519.818736 32.140329 2
6252.4816 2.200602 509.376447 36.34071 2
6252.9816 3.216387 411.665709 75.64458 2
6253.4816 2.158493 527.373175 29.101577 0
6253.9816 2.01952 539.057774 24.40148 0
6254.4816 2.278311 494.544922 42.306649 1
6254.9816 2.198664 510.93194 35.715017 1
6255.4816 2.378122 486.896543 45.383188 2
6255.9816 3.002589 432.953877 67.081474 2
6256.4816 2.775772 452.621216 59.170342 2
6256.9816 2.273422 500.189588 40.036098 1
6257.4816 2.100386 521.418482 31.496835 1
6257.9816 2.326687 499.46491 40.327598 1
6258.4816 3.66303 398.913049 80.814901 2
6258.9816 3.270056 416.073237 73.871664 2
6259.4816 2.307802 488.296483 44.820066 1
6259.9816 2.21629 502.156564 39.244888 1
6260.4816 2.198912 501.938479 39.332612 1
6260.9816 2.278798 506.497181 37.498887 1
6261.4816 2.092231 521.487006 31.469272 1
6261.9816 2.467492 478.46167 48.776092 1
6262.4816 2.048163 530.437949 27.86878 0
6262.9816 2.237986 499.777638 40.201804 1
6263.4816 2.209296 504.026017 38.492906 1
6263.9816 2.207208 508.688616 36.617388 1
6264.4816 2.422096 484.875288 46.196232 1
6264.9816 3.590011 396.619376 81.77954 2
6265.4816 2.340827 488.882741 44.584246 2
6265.9816 2.368698 489.48709 44.341148 1
6266.4816 2.498809 477.918107 48.994739 1
6266.9816 2.611277 464.252086 54.491858 2
6267.4816 2.465624 478.579403 48.728735 2
6267.9816 2.090101 520.780396 31.753504 1
6268.4816 3.365112 404.551614 79.555307 2
6268.9816 3.355732 409.294746 77.922486 2
6269.4816 3.130712 423.919038 70.715713 2
6269.9816 2.098248 525.563102 29.829674 0
6270.4816 2.13588 516.196584 33.597329 1
6270.9816 2.33177 489.596146 44.29728 1
6271.4816 2.20393 513.74744 34.58249 1
6271.9816 2.702877 454.868865 58.266232 2
6272.4816 2.016866 538.396241 24.667579 0
6272.9816 1.999991 541.186912 23.54504 0
6273.4816 2.217825 502.209047 39.223777 2
6273.9816 2.281193 496.867201 41.372519 1
6274.4816 3.169706 422.256043 71.384648 2
6274.9816 3.090313 426.469653 69.689735 2
6275.4816 2.983951 437.057312 65.430879 2
6275.9816 3.469869 396.691607 82.03783 2
6276.4816 3.626176 399.836135 80.402993 4
6276.9816 2.059085 535.728949 25.74049 0
6277.4816 2.226819 505.183672 38.027242 1
6277.9816 2.346738 492.354986 43.187545 1
6278.4816 2.345501 492.026055 43.319857 2
6278.9816 2.208307 506.623494 37.448078 2
6279.4816 2.100964 525.185908 29.981399 0
6279.9816 2.096904 523.758572 30.555541 1
6280.4816 2.400477 487.722503 45.050948 1
6280.9816 2.228213 505.077479 38.069958 1
6281.4816 2.259104 502.641913 39.049657 1
6281.9816 2.221559 510.485725 35.894506 1
6282.4816 3.419636 409.563077 76.490358 2
6282.9816 3.114487 420.570742 72.062555 2
6283.4816 2.266542 498.185156 40.842375 1
6283.9816 2.261381 505.309534 37.976614 1
6284.4816 3.297873 415.318787 74.17514 2
6284.9816 2.628519 463.937575 54.618369 2
6285.4816 3.208884 420.412973 72.126018 2
6285.9816 3.358816 410.567053 77.469902 2
6286.4816 3.621622 403.743113 79.219047 2
6286.9816 2.766277 464.338392 54.457141 2
6287.4816 2.135783 530.897987 27.683731 0
6287.9816 2.280239 506.756674 37.394506 1
6288.4816 1.955123 543.690067 22.538153 0
6288.9816 2.220875 507.152475 37.235297 1
6289.4816 3.13671 424.980963 70.288557 2
6289.9816 2.898382 441.28564 63.730046 2
6290.4816 1.974982 540.162501 23.957106 0
6290.9816 2.178323 510.907041 35.725033 1
6291.4816 2.24138 505.701571 37.818919 1
6291.9816 2.002159 535.123802 25.983909 0
6292.4816 2.537274 467.620437 53.136948 2
6292.9816 3.504384 397.127414 81.492568 4
6293.4816 2.841176 444.822911 62.307188 2
6293.9816 2.006659 535.584531 25.798582 0
6294.4816 1.970957 537.77235 24.918538 0
6294.9816 2.379527 483.833081 46.615457 1
6295.4816 3.26377 412.641533 75.252058 2
6295.9816 2.035501 529.763544 28.140057 0
6296.4816 1.980809 539.751045 24.122613 0
6296.9816 2.61152 464.711464 54.307074 2
6297.4816 2.41928 484.692416 46.269792 1
6297.9816 2.285827 495.028574 42.112102 1
6298.4816 2.121754 519.606939 32.225523 1
6298.9816 2.447039 483.58225 46.716353 1
6299.4816 3.247721 413.158262 75.044205 2
6299.9816 2.009111 531.324345 27.51223 0
6300.4816 2.221912 504.868207 38.154137 1
6300.9816 2.133527 516.562378 33.45019 1
6301.4816 2.156408 512.333452 35.151263 1
6301.9816 1.955851 542.004844 23.216029 0
6302.4816 2.378714 489.015348 44.530905 1
6302.9816 2.994832 431.946626 67.486638 2
6303.4816 2.203091 511.271341 35.578494 1
6303.9816 2.076968 522.481891 31.069082 1
6304.4816 1.945079 542.901116 22.855506 0
6304.9816 2.039937 533.026757 26.82744 0
6305.4816 2.068623 526.356948 29.510351 0
6305.9816 2.163875 507.733658 37.001517 1
6306.4816 2.166405 513.076323 34.852445 1
6306.9816 2.013276 546.4678 21.420817 0
6307.4816 3.199452 415.062703 74.278149 2
6307.9816 2.039977 524.219276 30.370224 1
6308.4816 2.394399 479.80008 48.237721 1
6308.9816 1.968617 539.811214 24.09841 0
6309.4816 2.341901 487.716408 45.0534 1
6309.9816 2.146082 509.490454 36.294851 1
6310.4816 2.129909 513.044107 34.865404 1
6310.9816 2.389149 480.716927 47.868922 2
6311.4816 2.394705 482.254499 47.250438 1
6311.9816 2.172603 510.302476 35.968217 2
6312.4816 3.117391 422.32144 71.358342 2
6312.9816 2.886105 441.212557 63.759443 2
6313.4816 2.094226 517.574603 33.043025 1
6313.9816 2.184574 502.527483 39.095687 2
6314.4816 2.18686 509.274917 36.38155 1
6314.9816 3.569782 399.385797 80.58414 2
6315.4816 2.410828 483.638508 46.693724 1
6315.9816 2.031933 531.244777 27.544236 0
6316.4816 2.545541 470.726624 51.887493 2
6316.9816 3.050037 430.906444 67.905048 2
6317.4816 2.686598 457.61365 57.16215 2
6317.9816 2.578316 465.235512 54.096277 2
6318.4816 2.19562 508.887493 36.53739 1
